timestamp,glucose
2025-09-14 00:00:00,93.26
2025-09-14 00:01:00,95.26
2025-09-14 00:02:00,107.68
2025-09-14 00:03:00,93.61
2025-09-14 00:04:00,105.53
2025-09-14 00:05:00,106.2
2025-09-14 00:06:00,92.31
2025-09-14 00:07:00,107.26
2025-09-14 00:08:00,105.99
2025-09-14 00:09:00,105.91
2025-09-14 00:10:00,102.78
2025-09-14 00:11:00,94.66
2025-09-14 00:12:00,101.03
2025-09-14 00:13:00,98.18
2025-09-14 00:14:00,106.65
2025-09-14 00:15:00,100.26
2025-09-14 00:16:00,104.98
2025-09-14 00:17:00,108.69
2025-09-14 00:18:00,95.54
2025-09-14 00:19:00,100.76
2025-09-14 00:20:00,93.09
2025-09-14 00:21:00,93.52
2025-09-14 00:22:00,101.93
2025-09-14 00:23:00,95.68
2025-09-14 00:24:00,101.49
2025-09-14 00:25:00,93.38
2025-09-14 00:26:00,95.79
2025-09-14 00:27:00,98.52
2025-09-14 00:28:00,101.93
2025-09-14 00:29:00,102.95
2025-09-14 00:30:00,106.12
2025-09-14 00:31:00,109.31
2025-09-14 00:32:00,97.38
2025-09-14 00:33:00,106.83
2025-09-14 00:34:00,97.68
2025-09-14 00:35:00,104.5
2025-09-14 00:36:00,97.2
2025-09-14 00:37:00,96.43
2025-09-14 00:38:00,97.4
2025-09-14 00:39:00,109.57
2025-09-14 00:40:00,96.89
2025-09-14 00:41:00,98.16
2025-09-14 00:42:00,97.87
2025-09-14 00:43:00,97.91
2025-09-14 00:44:00,106.38
2025-09-14 00:45:00,98.64
2025-09-14 00:46:00,94.1
2025-09-14 00:47:00,105.24
2025-09-14 00:48:00,94.32
2025-09-14 00:49:00,99.96
2025-09-14 00:50:00,102.43
2025-09-14 00:51:00,109.5
2025-09-14 00:52:00,106.93
2025-09-14 00:53:00,109.68
2025-09-14 00:54:00,104.91
2025-09-14 00:55:00,110.16
2025-09-14 00:56:00,105.39
2025-09-14 00:57:00,97.19
2025-09-14 00:58:00,106.25
2025-09-14 00:59:00,101.65
2025-09-14 01:00:00,109.78
2025-09-14 01:01:00,104.74
2025-09-14 01:02:00,107.54
2025-09-14 01:03:00,101.49
2025-09-14 01:04:00,100.41
2025-09-14 01:05:00,109.55
2025-09-14 01:06:00,99.75
2025-09-14 01:07:00,101.57
2025-09-14 01:08:00,108.83
2025-09-14 01:09:00,97.53
2025-09-14 01:10:00,96.76
2025-09-14 01:11:00,100.39
2025-09-14 01:12:00,107.05
2025-09-14 01:13:00,99.96
2025-09-14 01:14:00,102.77
2025-09-14 01:15:00,103.02
2025-09-14 01:16:00,103.08
2025-09-14 01:17:00,99.04
2025-09-14 01:18:00,106.56
2025-09-14 01:19:00,101.17
2025-09-14 01:20:00,100.03
2025-09-14 01:21:00,96.9
2025-09-14 01:22:00,100.45
2025-09-14 01:23:00,104.17
2025-09-14 01:24:00,103.8
2025-09-14 01:25:00,110.63
2025-09-14 01:26:00,105.08
2025-09-14 01:27:00,105.11
2025-09-14 01:28:00,101.63
2025-09-14 01:29:00,109.39
2025-09-14 01:30:00,111.51
2025-09-14 01:31:00,106.81
2025-09-14 01:32:00,98.14
2025-09-14 01:33:00,110.5
2025-09-14 01:34:00,105.51
2025-09-14 01:35:00,106.53
2025-09-14 01:36:00,109.57
2025-09-14 01:37:00,96.46
2025-09-14 01:38:00,107.91
2025-09-14 01:39:00,98.12
2025-09-14 01:40:00,96.91
2025-09-14 01:41:00,101.53
2025-09-14 01:42:00,96.51
2025-09-14 01:43:00,104.57
2025-09-14 01:44:00,97.01
2025-09-14 01:45:00,98.54
2025-09-14 01:46:00,107.79
2025-09-14 01:47:00,111.56
2025-09-14 01:48:00,111.59
2025-09-14 01:49:00,108.11
2025-09-14 01:50:00,104.96
2025-09-14 01:51:00,97.95
2025-09-14 01:52:00,106.98
2025-09-14 01:53:00,111.27
2025-09-14 01:54:00,110.22
2025-09-14 01:55:00,110.21
2025-09-14 01:56:00,103.59
2025-09-14 01:57:00,103.94
2025-09-14 01:58:00,106.2
2025-09-14 01:59:00,112.69
2025-09-14 02:00:00,111.57
2025-09-14 02:01:00,53.68
2025-09-14 02:02:00,59.49
2025-09-14 02:03:00,51.0
2025-09-14 02:04:00,52.34
2025-09-14 02:05:00,51.39
2025-09-14 02:06:00,51.43
2025-09-14 02:07:00,50.13
2025-09-14 02:08:00,47.4
2025-09-14 02:09:00,51.88
2025-09-14 02:10:00,56.22
2025-09-14 02:11:00,53.94
2025-09-14 02:12:00,58.0
2025-09-14 02:13:00,58.28
2025-09-14 02:14:00,55.23
2025-09-14 02:15:00,48.97
2025-09-14 02:16:00,52.05
2025-09-14 02:17:00,53.44
2025-09-14 02:18:00,49.4
2025-09-14 02:19:00,61.02
2025-09-14 02:20:00,58.73
2025-09-14 02:21:00,63.44
2025-09-14 02:22:00,56.97
2025-09-14 02:23:00,58.67
2025-09-14 02:24:00,55.46
2025-09-14 02:25:00,52.6
2025-09-14 02:26:00,49.44
2025-09-14 02:27:00,61.41
2025-09-14 02:28:00,62.08
2025-09-14 02:29:00,52.69
2025-09-14 02:30:00,54.19
2025-09-14 02:31:00,55.14
2025-09-14 02:32:00,52.37
2025-09-14 02:33:00,50.87
2025-09-14 02:34:00,53.03
2025-09-14 02:35:00,55.93
2025-09-14 02:36:00,60.98
2025-09-14 02:37:00,57.25
2025-09-14 02:38:00,61.32
2025-09-14 02:39:00,50.5
2025-09-14 02:40:00,57.09
2025-09-14 02:41:00,52.73
2025-09-14 02:42:00,51.69
2025-09-14 02:43:00,52.11
2025-09-14 02:44:00,55.13
2025-09-14 02:45:00,58.66
2025-09-14 02:46:00,55.37
2025-09-14 02:47:00,53.93
2025-09-14 02:48:00,50.73
2025-09-14 02:49:00,52.41
2025-09-14 02:50:00,52.55
2025-09-14 02:51:00,56.78
2025-09-14 02:52:00,63.62
2025-09-14 02:53:00,60.11
2025-09-14 02:54:00,49.13
2025-09-14 02:55:00,52.72
2025-09-14 02:56:00,60.97
2025-09-14 02:57:00,55.46
2025-09-14 02:58:00,59.06
2025-09-14 02:59:00,51.93
2025-09-14 03:00:00,100.65
2025-09-14 03:01:00,101.72
2025-09-14 03:02:00,106.37
2025-09-14 03:03:00,101.21
2025-09-14 03:04:00,115.1
2025-09-14 03:05:00,110.2
2025-09-14 03:06:00,105.78
2025-09-14 03:07:00,102.5
2025-09-14 03:08:00,103.24
2025-09-14 03:09:00,104.99
2025-09-14 03:10:00,100.15
2025-09-14 03:11:00,102.17
2025-09-14 03:12:00,107.58
2025-09-14 03:13:00,101.17
2025-09-14 03:14:00,101.06
2025-09-14 03:15:00,105.57
2025-09-14 03:16:00,106.03
2025-09-14 03:17:00,110.21
2025-09-14 03:18:00,101.81
2025-09-14 03:19:00,109.19
2025-09-14 03:20:00,105.72
2025-09-14 03:21:00,111.66
2025-09-14 03:22:00,103.18
2025-09-14 03:23:00,104.69
2025-09-14 03:24:00,106.71
2025-09-14 03:25:00,103.87
2025-09-14 03:26:00,111.22
2025-09-14 03:27:00,102.6
2025-09-14 03:28:00,102.4
2025-09-14 03:29:00,114.74
2025-09-14 03:30:00,110.04
2025-09-14 03:31:00,104.32
2025-09-14 03:32:00,106.07
2025-09-14 03:33:00,109.25
2025-09-14 03:34:00,111.4
2025-09-14 03:35:00,100.29
2025-09-14 03:36:00,113.22
2025-09-14 03:37:00,100.73
2025-09-14 03:38:00,106.34
2025-09-14 03:39:00,108.77
2025-09-14 03:40:00,115.67
2025-09-14 03:41:00,110.08
2025-09-14 03:42:00,102.34
2025-09-14 03:43:00,109.13
2025-09-14 03:44:00,106.67
2025-09-14 03:45:00,102.77
2025-09-14 03:46:00,107.71
2025-09-14 03:47:00,103.54
2025-09-14 03:48:00,111.13
2025-09-14 03:49:00,110.85
2025-09-14 03:50:00,110.69
2025-09-14 03:51:00,109.54
2025-09-14 03:52:00,103.26
2025-09-14 03:53:00,101.14
2025-09-14 03:54:00,105.09
2025-09-14 03:55:00,104.63
2025-09-14 03:56:00,106.24
2025-09-14 03:57:00,105.49
2025-09-14 03:58:00,101.38
2025-09-14 03:59:00,110.0
2025-09-14 04:00:00,114.25
2025-09-14 04:01:00,110.88
2025-09-14 04:02:00,107.71
2025-09-14 04:03:00,110.6
2025-09-14 04:04:00,108.22
2025-09-14 04:05:00,105.94
2025-09-14 04:06:00,103.25
2025-09-14 04:07:00,113.97
2025-09-14 04:08:00,107.4
2025-09-14 04:09:00,107.82
2025-09-14 04:10:00,107.53
2025-09-14 04:11:00,115.97
2025-09-14 04:12:00,107.62
2025-09-14 04:13:00,106.68
2025-09-14 04:14:00,101.52
2025-09-14 04:15:00,106.83
2025-09-14 04:16:00,106.71
2025-09-14 04:17:00,111.55
2025-09-14 04:18:00,106.25
2025-09-14 04:19:00,102.04
2025-09-14 04:20:00,107.67
2025-09-14 04:21:00,102.1
2025-09-14 04:22:00,107.02
2025-09-14 04:23:00,107.16
2025-09-14 04:24:00,106.05
2025-09-14 04:25:00,109.93
2025-09-14 04:26:00,103.66
2025-09-14 04:27:00,115.21
2025-09-14 04:28:00,114.46
2025-09-14 04:29:00,109.28
2025-09-14 04:30:00,101.64
2025-09-14 04:31:00,116.68
2025-09-14 04:32:00,106.4
2025-09-14 04:33:00,111.91
2025-09-14 04:34:00,117.24
2025-09-14 04:35:00,110.24
2025-09-14 04:36:00,108.11
2025-09-14 04:37:00,111.2
2025-09-14 04:38:00,110.28
2025-09-14 04:39:00,107.71
2025-09-14 04:40:00,115.03
2025-09-14 04:41:00,105.93
2025-09-14 04:42:00,117.4
2025-09-14 04:43:00,105.49
2025-09-14 04:44:00,112.72
2025-09-14 04:45:00,113.19
2025-09-14 04:46:00,116.74
2025-09-14 04:47:00,115.77
2025-09-14 04:48:00,106.75
2025-09-14 04:49:00,106.71
2025-09-14 04:50:00,116.2
2025-09-14 04:51:00,115.45
2025-09-14 04:52:00,114.22
2025-09-14 04:53:00,102.05
2025-09-14 04:54:00,101.92
2025-09-14 04:55:00,107.69
2025-09-14 04:56:00,114.62
2025-09-14 04:57:00,105.64
2025-09-14 04:58:00,117.42
2025-09-14 04:59:00,114.74
2025-09-14 05:00:00,107.24
2025-09-14 05:01:00,112.2
2025-09-14 05:02:00,105.06
2025-09-14 05:03:00,106.42
2025-09-14 05:04:00,104.09
2025-09-14 05:05:00,114.74
2025-09-14 05:06:00,115.12
2025-09-14 05:07:00,113.36
2025-09-14 05:08:00,110.53
2025-09-14 05:09:00,117.3
2025-09-14 05:10:00,117.76
2025-09-14 05:11:00,103.97
2025-09-14 05:12:00,114.95
2025-09-14 05:13:00,106.69
2025-09-14 05:14:00,106.28
2025-09-14 05:15:00,109.35
2025-09-14 05:16:00,115.24
2025-09-14 05:17:00,102.62
2025-09-14 05:18:00,107.91
2025-09-14 05:19:00,116.03
2025-09-14 05:20:00,114.09
2025-09-14 05:21:00,108.65
2025-09-14 05:22:00,113.59
2025-09-14 05:23:00,110.68
2025-09-14 05:24:00,105.02
2025-09-14 05:25:00,104.04
